customer_id,age,gender,subscription_tier,usage_count,last_login_days_ago,late_payments_6m,monthly_spend,region,churn
2051,47,Female,Basic,17,13,2,17.27,Asia,0
2052,31,Female,Premium,10,21,0,109.93,North America,0
2053,24,Male,Premium,11,41,0,95.91,North America,0
2054,34,Female,Basic,13,18,0,18.47,Asia,0
2055,61,Male,Basic,15,38,1,22.23,Europe,1
2056,37,Male,Basic,24,13,0,12.96,Asia,0
2057,53,Male,Premium,14,0,0,96.29,Asia,0
2058,26,Female,Standard,14,13,0,48.21,Asia,0
2059,55,Female,Standard,24,33,0,51.25,North America,0
2060,65,Male,Standard,12,46,0,59.19,Europe,0
2061,39,Male,Standard,22,38,0,50.49,South America,0
2062,70,Female,Basic,22,11,1,18.69,North America,0
2063,70,Male,Basic,17,23,2,21.87,Europe,0
2064,19,Male,Basic,11,10,1,22.45,North America,0
2065,41,Female,Standard,17,31,0,48.9,North America,0
2066,25,Male,Premium,12,15,0,102.88,Asia,0
2067,28,Female,Basic,15,37,0,21.26,North America,0
2068,30,Male,Basic,20,0,0,17.58,North America,0
2069,34,Female,Premium,25,9,1,98.54,North America,0
2070,25,Male,Basic,13,48,0,23.24,Europe,0
2071,38,Female,Basic,13,8,1,24.54,Asia,0
2072,35,Male,Premium,15,12,0,95.04,North America,0
2073,47,Female,Standard,17,40,0,53.87,South America,0
2074,35,Female,Standard,16,0,0,52.68,Europe,0
2075,63,Male,Standard,16,7,0,47.01,Asia,0
2076,64,Male,Standard,9,38,0,57.38,North America,1
2077,48,Female,Basic,21,56,0,26.61,Asia,0
2078,55,Female,Standard,21,39,1,48.33,North America,1
2079,49,Male,Standard,18,0,0,47.37,North America,0
2080,28,Male,Premium,13,44,1,98.43,Asia,0
2081,62,Female,Premium,11,17,0,100.14,North America,0
2082,42,Male,Basic,20,39,0,12.44,Europe,0
2083,50,Female,Standard,24,3,2,46.32,Asia,0
2084,55,Female,Basic,15,9,0,20.6,Europe,0
2085,58,Female,Basic,14,51,0,25.29,North America,0
2086,25,Male,Standard,14,52,0,45.83,Europe,0
2087,28,Male,Standard,17,6,0,44.05,Europe,0
2088,39,Female,Standard,15,0,0,50.32,Europe,0
2089,68,Female,Standard,13,53,0,46.23,North America,0
2090,41,Female,Premium,19,7,1,102.44,North America,0
2091,58,Male,Standard,14,0,0,49.34,North America,0
2092,34,Male,Standard,9,9,1,45.53,North America,1
2093,29,Male,Basic,18,5,1,20.23,Asia,0
2094,63,Female,Standard,16,0,0,56.51,Europe,1
2095,49,Male,Premium,10,59,0,94.73,North America,1
2096,32,Male,Basic,17,6,0,21.04,North America,1
2097,33,Male,Standard,26,5,0,46.92,North America,0
2098,39,Male,Premium,13,14,0,98.18,North America,0
2099,45,Female,Standard,13,13,0,47.56,North America,0
2100,37,Female,Standard,20,15,0,43.39,Asia,0
2101,50,Male,Basic,17,51,0,25.74,North America,0
2102,27,Male,Standard,25,0,0,54.58,North America,0
2103,57,Male,Standard,11,55,0,41.11,Europe,0
2104,49,Male,Basic,14,28,0,17.61,North America,1
2105,67,Male,Standard,21,30,0,48.66,Europe,0
2106,50,Female,Basic,18,0,0,26.64,North America,0
2107,19,Male,Standard,22,8,0,41.73,Europe,0
2108,50,Male,Premium,18,0,0,102.15,North America,0
2109,50,Male,Standard,18,28,0,44.98,Europe,0
2110,58,Female,Standard,13,9,0,54.79,Asia,0
2111,30,Female,Standard,14,22,0,51.68,Europe,0
2112,47,Female,Basic,14,36,0,15.58,Europe,0
2113,50,Female,Premium,20,22,3,97.85,North America,0
2114,30,Female,Basic,17,0,0,19.9,Europe,0
2115,69,Male,Basic,11,0,1,12.86,Europe,1
2116,43,Female,Standard,17,47,0,55.1,North America,0
2117,39,Male,Standard,13,4,0,45.21,Europe,0
2118,56,Male,Basic,18,10,0,19.86,Europe,0
2119,19,Female,Basic,10,2,0,17.42,Africa,0
2120,55,Male,Premium,13,30,0,95.46,Europe,0
2121,56,Female,Basic,12,12,1,17.55,South America,0
2122,43,Male,Basic,19,16,0,23.32,Asia,0
2123,63,Female,Basic,19,29,0,15.21,Africa,0
2124,67,Female,Basic,12,26,0,17.4,North America,0
2125,32,Female,Standard,18,38,0,58.16,North America,0
2126,51,Female,Standard,21,35,1,46.05,Europe,1
2127,59,Female,Standard,15,15,0,50.29,North America,0
2128,61,Female,Basic,14,0,0,23.33,Asia,0
2129,66,Male,Basic,30,2,0,20.47,North America,0
2130,57,Male,Basic,16,31,1,10.44,North America,0
2131,28,Female,Basic,13,4,0,21.89,North America,0
2132,20,Female,Basic,16,15,0,16.04,Europe,0
2133,23,Female,Basic,14,0,0,22.03,North America,0
2134,26,Female,Basic,14,0,0,19.22,Europe,0
2135,23,Female,Standard,9,3,0,48.41,Europe,0
2136,26,Male,Basic,17,0,0,30.55,Asia,0
2137,56,Male,Basic,20,5,0,18.75,North America,0
2138,48,Male,Basic,11,23,0,19.18,Asia,0
2139,49,Male,Basic,16,35,1,21.47,Asia,0
2140,58,Female,Standard,17,0,0,43.47,Europe,0
2141,67,Female,Basic,16,25,0,18.65,Africa,0
2142,29,Female,Basic,18,10,0,20.05,North America,0
2143,25,Male,Basic,13,2,1,21.07,Europe,0
2144,25,Male,Basic,6,0,0,17.86,Asia,0
2145,67,Male,Standard,10,8,0,44.05,Europe,0
2146,45,Female,Premium,15,39,0,103.05,North America,0
2147,37,Male,Basic,15,20,0,24.69,North America,0
2148,64,Male,Standard,13,38,0,45.99,Europe,0
2149,24,Male,Basic,17,13,0,25.8,Asia,0
2150,28,Male,Basic,14,45,0,19.59,Asia,0
2151,37,Female,Basic,18,0,1,15.25,North America,1
2152,33,Male,Premium,16,43,0,99.83,Asia,0
2153,21,Male,Basic,17,17,0,13.8,Asia,0
2154,23,Male,Premium,20,35,1,103.06,Europe,0
2155,39,Male,Standard,12,3,1,51.52,Europe,0
2156,43,Female,Basic,9,18,0,14.68,Asia,0
2157,20,Female,Standard,17,34,0,43.91,Europe,0
2158,58,Male,Premium,17,18,0,89.05,Europe,0
2159,59,Female,Premium,14,16,0,98.03,Europe,0
2160,31,Male,Standard,15,42,1,47.07,North America,0
2161,28,Female,Basic,12,0,0,18.56,Europe,0
2162,35,Male,Basic,21,17,0,16.51,Asia,0
2163,29,Male,Basic,18,43,1,25.17,Europe,0
2164,40,Female,Standard,15,45,0,46.44,Europe,0
2165,29,Female,Premium,15,0,0,106.35,Asia,0
2166,30,Female,Standard,17,46,0,47.53,North America,0
2167,42,Male,Premium,8,0,1,96.44,Asia,1
2168,62,Male,Basic,17,46,0,17.8,North America,0
2169,68,Female,Standard,21,4,1,48.17,Asia,1
2170,36,Male,Premium,18,23,0,111.07,North America,0
2171,63,Male,Standard,7,0,0,41.34,Asia,0
2172,53,Male,Standard,24,34,0,56.07,Asia,0
2173,62,Male,Standard,11,14,0,52.2,North America,0
2174,25,Male,Standard,18,45,0,48.98,Asia,0
2175,46,Male,Premium,23,22,0,93.62,North America,0
2176,70,Male,Standard,9,44,0,56.84,Asia,0
2177,49,Female,Basic,16,25,0,13.05,North America,0
2178,68,Male,Standard,15,35,1,51.6,Oceania,0
2179,61,Male,Basic,20,35,0,15.27,Europe,0
2180,35,Female,Standard,11,3,0,55.56,Asia,0
2181,23,Female,Basic,13,23,0,15.91,Europe,0
2182,35,Male,Premium,18,48,0,102.16,Europe,0
2183,36,Female,Premium,10,48,0,98.15,Europe,0
2184,39,Male,Basic,19,12,0,15.56,North America,0
2185,54,Female,Basic,16,8,0,12.47,North America,0
2186,49,Male,Standard,12,28,0,54.76,South America,0
2187,58,Male,Standard,11,38,0,52.53,North America,0
2188,20,Female,Basic,15,0,0,16.51,North America,0
2189,45,Female,Basic,10,0,0,18.01,Asia,0
2190,27,Male,Standard,19,38,1,43.35,Asia,0
2191,68,Male,Standard,17,15,0,45.52,North America,1
2192,52,Male,Basic,9,29,0,20.32,North America,1
2193,46,Female,Standard,9,43,0,44.38,Europe,0
2194,32,Male,Premium,21,36,0,99.76,North America,0
2195,50,Male,Basic,19,41,0,23.36,Oceania,0
2196,24,Male,Standard,12,19,0,50.84,North America,0
2197,29,Female,Basic,7,0,0,13.17,Asia,0
2198,66,Female,Basic,13,17,0,19.86,Asia,1
2199,47,Female,Basic,13,57,0,28.21,North America,0
2200,38,Male,Standard,16,7,0,57.23,North America,0
2201,48,Female,Premium,11,14,0,98.46,Europe,0
2202,41,Female,Standard,12,37,0,47.57,North America,0
2203,37,Female,Basic,12,0,2,23.98,North America,0
2204,54,Male,Basic,13,36,0,17.87,South America,0
2205,21,Male,Standard,17,5,0,42.52,Europe,0
2206,45,Female,Basic,14,5,0,22.44,Europe,0
2207,61,Male,Basic,14,23,0,15.88,Europe,1
2208,37,Female,Standard,16,4,1,47.79,North America,0
2209,41,Female,Premium,13,27,0,100.07,Asia,0
2210,67,Female,Basic,11,51,0,16.96,Europe,0
2211,66,Female,Standard,14,13,0,53.58,Africa,0
2212,68,Female,Basic,16,55,0,23.51,North America,0
2213,49,Male,Standard,18,55,0,53.57,North America,0
2214,58,Male,Standard,10,1,1,56.43,North America,0
2215,53,Male,Premium,17,14,0,99.61,Asia,1
2216,70,Female,Standard,18,60,0,46.2,Europe,0
2217,51,Male,Basic,12,0,0,15.17,North America,0
2218,53,Male,Basic,18,17,0,14.71,Asia,1
2219,19,Female,Basic,14,14,0,12.67,Asia,0
2220,32,Female,Standard,15,41,0,44.72,South America,0
2221,51,Female,Premium,15,0,0,102.61,Asia,0
2222,53,Female,Standard,15,2,1,49.21,North America,1
2223,23,Female,Standard,18,0,2,53.51,North America,0
2224,56,Female,Basic,9,0,0,13.0,Europe,0
2225,59,Female,Standard,13,4,0,47.47,Asia,0
2226,68,Female,Basic,18,20,0,34.26,Asia,0
2227,68,Female,Basic,15,31,1,26.8,North America,0
2228,29,Female,Standard,15,11,0,61.84,North America,0
2229,20,Female,Standard,20,15,0,59.4,Europe,0
2230,62,Male,Basic,8,40,1,19.61,Europe,0
2231,35,Male,Standard,16,20,0,51.27,North America,0
2232,57,Male,Standard,12,24,0,50.51,North America,1
2233,38,Male,Basic,13,20,0,17.19,North America,0
2234,32,Male,Standard,17,39,1,57.99,North America,0
2235,50,Male,Basic,16,0,1,25.49,Europe,0
2236,52,Male,Basic,12,59,0,26.22,Asia,0
2237,43,Female,Basic,14,48,0,13.9,North America,1
2238,25,Female,Basic,21,13,0,16.31,Europe,1
2239,53,Male,Standard,12,13,1,51.29,North America,0
2240,65,Female,Premium,17,45,0,94.02,Europe,0
2241,47,Female,Basic,17,15,0,19.89,North America,0
2242,40,Female,Basic,18,19,1,13.36,Asia,0
2243,59,Female,Basic,14,35,1,13.67,Europe,0
2244,61,Male,Standard,13,12,0,58.0,North America,0
2245,31,Male,Basic,12,16,0,32.39,Europe,0
2246,31,Male,Standard,13,0,0,54.73,Asia,0
2247,19,Male,Standard,16,0,0,46.91,Asia,0
2248,54,Female,Standard,13,16,0,49.43,Europe,0
2249,22,Male,Premium,17,0,1,102.53,Europe,0
2250,55,Male,Basic,22,7,1,23.72,North America,0
2251,62,Male,Premium,21,15,0,100.02,Europe,0
2252,58,Male,Basic,11,0,1,24.13,Asia,0
2253,64,Female,Basic,15,0,0,20.95,Europe,0
2254,31,Female,Standard,13,0,0,45.52,North America,0
2255,56,Male,Standard,8,18,1,52.28,Europe,0
2256,42,Male,Premium,15,0,0,105.82,Europe,0
2257,37,Male,Basic,14,30,0,21.87,Europe,0
2258,19,Male,Premium,18,18,1,95.68,Asia,0
2259,56,Female,Basic,15,0,1,20.61,North America,0
2260,23,Male,Basic,13,0,0,16.8,Asia,0
2261,34,Female,Basic,20,52,0,14.95,North America,0
2262,42,Female,Standard,19,0,0,44.93,North America,0
2263,45,Male,Standard,21,36,0,46.0,Europe,0
2264,19,Male,Standard,8,3,0,51.5,Asia,0
2265,52,Female,Basic,12,8,1,27.14,Europe,0
2266,54,Female,Basic,13,0,1,24.8,North America,0
2267,22,Male,Basic,12,22,1,22.08,South America,0
2268,18,Female,Standard,12,17,1,54.34,North America,0
2269,57,Female,Standard,21,35,1,56.49,Africa,0
2270,29,Male,Standard,8,51,0,56.36,Asia,1
2271,53,Female,Premium,13,21,1,99.65,North America,0
2272,62,Male,Basic,11,56,0,17.23,Asia,0
2273,40,Female,Basic,11,0,1,29.84,North America,0
2274,64,Female,Standard,16,9,1,53.05,North America,0
2275,48,Female,Standard,14,43,0,55.03,North America,0
2276,28,Male,Standard,13,22,0,44.1,North America,0
2277,27,Male,Premium,11,21,0,107.73,North America,0
2278,20,Female,Standard,12,16,0,46.26,Europe,0
2279,31,Female,Basic,17,0,1,17.12,North America,0
2280,33,Female,Basic,21,0,0,15.35,North America,0
2281,27,Female,Standard,18,0,0,49.7,Europe,0
2282,46,Female,Standard,17,0,1,50.39,North America,0
2283,27,Male,Basic,18,0,0,19.08,Europe,0
2284,29,Male,Basic,17,0,1,20.17,Oceania,0
2285,47,Male,Standard,14,27,0,44.5,North America,0
2286,58,Female,Standard,9,0,0,53.25,Europe,0
2287,18,Female,Basic,16,16,0,29.81,Europe,0
2288,22,Female,Standard,11,0,1,46.31,Asia,0
2289,37,Male,Basic,16,5,0,15.86,Oceania,0
2290,25,Male,Premium,14,53,0,98.99,Europe,1
2291,60,Male,Basic,26,0,0,18.7,North America,0
2292,29,Female,Standard,11,48,0,44.03,North America,0
2293,18,Male,Standard,14,36,0,42.58,Asia,0
2294,37,Male,Basic,15,53,0,26.02,North America,0
2295,45,Male,Standard,13,39,2,40.87,Europe,0
2296,60,Female,Basic,23,43,0,20.01,Asia,0
2297,54,Male,Standard,14,0,0,44.39,North America,0
2298,64,Female,Standard,13,44,0,56.29,Europe,0
2299,54,Female,Basic,16,17,0,13.17,North America,0
2300,29,Female,Basic,15,10,3,15.75,North America,0
2301,54,Female,Standard,11,0,0,43.33,Asia,0
2302,66,Male,Basic,14,0,0,16.1,Europe,0
2303,66,Male,Standard,26,27,1,44.42,Asia,0
2304,61,Female,Basic,8,33,0,22.66,Asia,1
2305,45,Female,Premium,15,12,0,102.28,Oceania,0
2306,64,Female,Standard,12,0,0,64.53,South America,0
2307,32,Female,Standard,12,0,1,39.82,Asia,0
2308,23,Male,Basic,11,0,0,23.81,Europe,0
2309,61,Male,Basic,12,0,0,18.03,North America,1
2310,37,Female,Basic,17,10,0,23.61,Europe,0
2311,67,Male,Basic,14,25,0,18.74,Europe,0
2312,31,Male,Standard,15,15,0,55.01,North America,0
2313,19,Female,Standard,16,0,0,59.91,North America,0
2314,26,Male,Basic,11,42,0,16.09,Europe,0
2315,54,Male,Standard,13,6,1,44.81,North America,0
2316,37,Female,Basic,15,25,0,14.11,North America,0
2317,43,Female,Basic,13,3,0,12.46,North America,0
2318,46,Male,Premium,13,24,0,96.64,North America,0
2319,18,Female,Standard,12,0,0,47.28,Europe,0
2320,52,Female,Standard,17,28,0,50.62,Europe,0
2321,23,Male,Basic,6,23,0,17.59,North America,0
2322,54,Male,Basic,17,20,0,17.07,North America,0
2323,70,Male,Basic,17,2,0,20.81,North America,0
2324,22,Female,Premium,10,20,0,98.91,Europe,0
2325,50,Male,Standard,21,50,1,55.88,North America,1
2326,66,Female,Basic,20,0,1,25.8,Europe,0
2327,68,Female,Premium,15,31,0,97.05,Asia,0
2328,31,Female,Standard,9,0,0,43.5,North America,0
2329,29,Female,Standard,19,9,0,48.58,Europe,0
2330,59,Female,Basic,21,30,0,18.57,Europe,0
2331,37,Male,Basic,13,22,0,30.31,North America,0
2332,70,Male,Basic,13,29,0,19.74,South America,0
2333,67,Female,Basic,15,57,0,18.63,North America,1
2334,41,Male,Standard,15,57,0,40.01,Europe,0
2335,60,Male,Standard,18,52,0,53.31,North America,0
2336,51,Female,Standard,14,18,0,48.79,North America,0
2337,42,Female,Premium,11,9,0,104.5,Europe,0
2338,67,Male,Basic,18,5,2,27.32,North America,1
2339,46,Female,Premium,16,23,1,95.37,North America,0
2340,56,Male,Premium,14,16,1,104.59,North America,1
2341,48,Female,Standard,19,60,0,53.37,Asia,0
2342,64,Male,Basic,10,21,0,17.68,Asia,1
2343,60,Female,Standard,16,8,0,44.71,Asia,0
2344,67,Male,Basic,20,27,0,14.8,Europe,0
2345,40,Female,Standard,13,0,0,47.5,Asia,0
2346,61,Male,Basic,19,0,0,20.39,North America,0
2347,55,Male,Standard,11,28,0,55.58,South America,0
2348,37,Male,Standard,17,0,1,56.08,Asia,0
2349,40,Male,Basic,18,36,1,18.54,Europe,1
2350,62,Male,Basic,22,0,0,12.7,Europe,0
2351,69,Male,Basic,20,24,0,15.72,North America,0
2352,33,Female,Standard,16,29,0,48.72,Asia,1
2353,67,Female,Premium,19,38,2,97.13,Europe,1
2354,59,Male,Basic,19,49,0,26.87,Asia,0
2355,25,Female,Standard,12,7,1,47.23,North America,0
2356,67,Male,Basic,19,32,0,10.1,North America,0
2357,38,Female,Standard,19,0,0,55.25,Europe,0
2358,18,Male,Premium,8,43,0,103.31,Asia,0
2359,25,Female,Basic,13,50,0,15.22,North America,0
2360,46,Male,Premium,15,35,0,99.49,Europe,1
2361,49,Female,Standard,20,5,0,45.69,Asia,0
2362,55,Male,Basic,15,0,0,29.1,North America,0
2363,22,Male,Premium,9,14,0,91.44,North America,0
2364,64,Male,Basic,14,5,0,15.02,Europe,0
2365,39,Female,Basic,9,20,0,17.68,Asia,0
2366,64,Female,Standard,14,12,1,52.35,Europe,0
2367,51,Female,Standard,12,0,0,55.32,North America,0
2368,18,Female,Standard,15,44,0,54.69,South America,0
2369,43,Female,Basic,17,47,0,22.68,Europe,0
2370,60,Female,Premium,17,42,0,90.83,North America,0
2371,27,Male,Standard,11,1,0,46.44,Asia,0
2372,47,Female,Premium,13,14,1,102.06,Europe,0
2373,67,Male,Basic,9,0,0,22.66,North America,0
2374,35,Female,Standard,15,28,0,45.96,Asia,0
2375,34,Female,Premium,16,41,0,97.18,North America,0
2376,43,Female,Basic,17,23,0,18.42,Asia,0
2377,25,Female,Premium,15,21,0,106.97,North America,0
2378,64,Female,Basic,16,32,0,20.46,North America,0
2379,57,Female,Basic,14,0,1,14.59,Asia,0
2380,66,Male,Premium,9,3,0,95.62,North America,0
2381,29,Male,Premium,11,7,1,99.42,Oceania,0
2382,44,Female,Basic,14,20,0,12.72,North America,0
2383,25,Female,Basic,15,58,0,14.68,Asia,0
2384,42,Male,Standard,19,47,0,51.06,Africa,0
2385,63,Male,Premium,9,3,0,100.7,Europe,0
2386,21,Male,Standard,9,2,0,57.04,North America,0
2387,50,Male,Standard,22,15,0,45.02,North America,0
2388,18,Female,Standard,16,58,0,50.82,Asia,0
2389,36,Female,Basic,15,0,0,27.52,North America,0
2390,48,Female,Premium,18,56,0,105.2,Europe,0
2391,33,Female,Basic,16,0,0,28.14,North America,1
2392,31,Female,Standard,10,49,0,42.11,South America,0
2393,70,Male,Standard,11,44,0,53.3,Europe,1
2394,65,Male,Standard,13,49,1,43.68,North America,0
2395,22,Male,Standard,12,50,0,62.2,Asia,0
2396,58,Male,Premium,14,2,1,104.86,Oceania,0
2397,43,Male,Standard,14,38,0,53.95,Asia,0
2398,45,Male,Standard,12,29,0,46.6,Europe,0
2399,19,Male,Basic,14,48,0,21.74,Asia,0
2400,67,Male,Premium,9,18,0,102.32,North America,1
2401,23,Female,Basic,31,13,0,16.71,Asia,0
2402,26,Male,Basic,26,33,0,20.39,North America,1
2403,50,Female,Basic,20,5,0,7.17,Europe,0
2404,58,Male,Standard,14,43,1,59.5,Europe,0
2405,42,Female,Premium,14,6,1,102.91,Europe,1
2406,65,Female,Standard,19,0,0,47.58,Europe,1
2407,30,Female,Basic,13,22,0,23.94,Europe,0
2408,26,Female,Basic,13,44,1,11.18,Europe,0
2409,70,Male,Standard,12,30,2,55.15,North America,0
2410,30,Male,Basic,14,59,0,19.33,Oceania,0
2411,48,Male,Basic,16,0,0,10.99,Africa,0
2412,58,Male,Standard,26,9,0,50.04,North America,1
2413,28,Male,Premium,14,11,0,104.64,Europe,0
2414,21,Female,Standard,22,0,0,53.85,Europe,0
2415,51,Female,Basic,14,0,0,20.15,North America,0
2416,55,Female,Premium,17,0,0,100.26,Asia,0
2417,63,Female,Standard,13,13,1,44.14,North America,1
2418,21,Female,Premium,12,45,0,99.71,Europe,0
2419,55,Female,Basic,11,31,0,22.41,Asia,0
2420,36,Female,Standard,13,15,0,56.91,Europe,0
2421,23,Male,Premium,17,4,0,93.53,North America,0
2422,51,Male,Basic,9,0,1,17.43,North America,0
2423,35,Female,Standard,11,0,0,52.22,Asia,0
2424,30,Female,Basic,8,12,1,9.64,Europe,0
2425,58,Female,Standard,13,11,0,47.74,Europe,0
2426,40,Male,Premium,15,4,0,108.22,Asia,0
2427,36,Female,Standard,13,60,0,43.37,North America,0
2428,62,Male,Premium,11,15,2,102.79,South America,1
2429,28,Male,Standard,15,5,0,50.42,Asia,0
2430,18,Male,Premium,15,13,0,100.51,North America,0
2431,41,Male,Standard,13,5,0,52.41,Europe,0
2432,24,Male,Basic,18,10,0,17.22,North America,0
2433,42,Male,Standard,16,0,0,48.91,Europe,0
2434,38,Male,Standard,12,0,0,49.69,North America,0
2435,32,Male,Premium,16,18,0,103.92,Asia,0
2436,18,Female,Standard,18,18,0,52.72,North America,0
2437,29,Female,Standard,16,0,0,50.61,Europe,0
2438,24,Male,Premium,21,44,0,96.23,North America,0
2439,32,Male,Premium,13,0,0,95.66,North America,0
2440,38,Female,Standard,16,38,0,43.71,North America,0
2441,36,Female,Premium,14,0,0,96.34,Europe,0
2442,46,Male,Standard,9,5,0,51.65,Europe,0
2443,42,Female,Basic,11,5,0,26.69,Europe,0
2444,50,Female,Basic,26,2,1,20.73,Europe,0
2445,66,Male,Premium,10,56,0,96.39,Asia,0
2446,49,Male,Basic,13,4,0,19.97,Asia,0
2447,66,Male,Standard,15,18,1,46.95,Oceania,0
2448,52,Female,Premium,13,34,1,103.58,North America,0
2449,61,Male,Basic,21,8,1,13.73,Europe,1
2450,55,Male,Premium,19,0,0,104.39,North America,0
2451,43,Male,Premium,12,37,2,103.12,Asia,0
2452,28,Female,Premium,13,6,1,96.4,Europe,0
2453,52,Female,Basic,11,48,1,16.26,North America,0
2454,25,Female,Basic,18,18,0,17.79,North America,1
2455,63,Female,Premium,13,26,0,102.56,Europe,0
2456,31,Male,Basic,11,56,1,15.25,North America,0
2457,27,Female,Standard,9,47,1,42.8,Europe,0
2458,19,Female,Standard,13,40,0,48.95,North America,0
2459,63,Male,Basic,11,20,0,23.68,North America,0
2460,26,Female,Premium,21,0,0,91.44,Africa,0
2461,20,Female,Standard,15,45,0,37.46,North America,0
2462,38,Female,Basic,22,0,0,23.45,North America,1
2463,43,Male,Basic,13,49,0,20.65,South America,0
2464,25,Female,Basic,16,37,0,19.81,Asia,0
2465,65,Female,Basic,14,41,0,18.66,Europe,1
2466,19,Male,Standard,14,11,1,50.0,Europe,0
2467,23,Male,Basic,17,0,1,23.53,North America,0
2468,45,Male,Basic,8,33,1,28.46,North America,1
2469,70,Female,Premium,14,58,0,102.45,North America,0
2470,46,Female,Standard,16,46,0,45.97,North America,0
2471,43,Male,Basic,14,45,0,18.54,Europe,0
2472,42,Male,Premium,21,26,0,100.03,North America,0
2473,29,Male,Basic,17,0,0,21.76,North America,0
2474,22,Female,Premium,19,47,1,101.83,Europe,0
2475,51,Male,Standard,17,2,0,51.13,North America,0
2476,65,Female,Standard,19,4,0,57.86,Africa,0
2477,54,Female,Standard,17,36,0,53.03,Europe,0
2478,32,Female,Standard,19,32,1,43.9,Asia,0
2479,61,Male,Premium,20,0,0,99.88,Europe,1
2480,53,Male,Premium,13,4,0,106.02,North America,0
2481,32,Male,Basic,18,42,0,17.35,Asia,0
2482,60,Male,Standard,13,55,0,47.21,North America,0
2483,65,Male,Premium,8,4,0,99.32,Asia,1
2484,40,Female,Standard,14,37,0,49.07,Asia,0
2485,23,Male,Premium,11,19,0,98.42,Asia,0
2486,63,Male,Standard,21,11,0,47.27,North America,0
2487,67,Male,Standard,18,50,0,56.26,North America,1
2488,61,Male,Basic,10,21,1,21.57,Asia,0
2489,60,Female,Basic,16,30,1,15.2,North America,0
2490,62,Male,Standard,13,24,0,43.56,Europe,1
2491,38,Male,Standard,12,27,2,48.71,Europe,1
2492,40,Female,Standard,17,20,0,51.83,North America,0
2493,60,Male,Standard,22,21,0,51.29,Asia,0
2494,33,Male,Standard,13,46,0,51.73,North America,0
2495,64,Male,Premium,8,7,0,103.75,North America,0
2496,70,Male,Basic,21,34,0,18.92,Asia,1
2497,32,Male,Standard,13,5,0,57.05,North America,0
2498,42,Male,Basic,19,0,2,18.53,Asia,0
2499,53,Female,Standard,13,51,0,46.21,Europe,0
2500,28,Male,Basic,14,13,1,6.37,Asia,0
2501,68,Female,Basic,23,29,0,24.24,North America,0
2502,32,Female,Basic,14,36,0,13.34,Europe,0
2503,21,Female,Basic,20,40,1,26.69,North America,1
2504,38,Male,Standard,13,2,0,35.52,North America,0
2505,30,Male,Premium,18,28,0,100.78,Asia,0
2506,39,Female,Basic,16,37,0,14.76,Europe,1
2507,36,Female,Standard,14,0,1,52.39,Europe,0
2508,51,Female,Standard,14,0,0,46.35,North America,0
2509,31,Male,Basic,21,10,0,27.08,Asia,0
2510,21,Female,Basic,15,7,0,13.99,Europe,0
2511,65,Male,Basic,18,40,0,20.82,South America,0
2512,70,Male,Standard,16,27,1,51.1,North America,0
2513,69,Male,Basic,12,18,0,16.72,Asia,0
2514,63,Male,Basic,13,0,0,24.43,North America,0
2515,44,Male,Basic,14,0,0,13.71,Europe,0
2516,46,Female,Standard,12,20,0,51.83,North America,0
2517,64,Female,Standard,16,49,0,53.6,North America,1
2518,45,Female,Basic,13,38,0,15.17,Europe,0
2519,52,Male,Standard,9,49,1,54.61,North America,0
2520,25,Female,Standard,11,22,0,48.9,North America,0
2521,33,Male,Basic,21,2,0,16.15,North America,0
2522,59,Male,Basic,18,0,0,19.89,Europe,0
2523,53,Male,Standard,7,55,1,44.8,South America,1
2524,47,Male,Standard,13,17,0,48.79,North America,0
2525,35,Male,Standard,11,46,0,39.98,North America,0
2526,19,Male,Standard,14,34,0,54.56,Africa,0
2527,66,Female,Basic,12,44,0,24.18,Asia,0
2528,30,Female,Basic,6,1,1,31.43,North America,1
2529,21,Male,Standard,20,29,0,49.03,Europe,0
2530,43,Female,Standard,7,33,0,52.9,North America,0
2531,42,Female,Basic,21,22,0,19.39,Africa,0
2532,47,Female,Premium,18,44,0,101.78,Europe,0
2533,28,Female,Standard,14,59,0,58.85,Europe,0
2534,24,Male,Basic,15,0,0,24.48,Asia,0
2535,48,Female,Standard,14,16,0,52.04,North America,0
2536,61,Female,Basic,21,36,2,10.92,North America,1
2537,27,Female,Standard,22,33,0,51.95,Asia,0
2538,56,Female,Standard,14,17,0,43.04,Europe,0
2539,30,Female,Basic,13,45,1,21.99,North America,0
2540,48,Female,Premium,21,29,0,101.46,North America,0
2541,24,Male,Standard,11,21,0,45.01,Asia,0
2542,66,Male,Basic,14,5,0,17.5,Asia,0
2543,59,Male,Basic,17,11,3,25.68,North America,0
2544,59,Male,Basic,10,59,0,25.65,Africa,0
2545,53,Male,Premium,15,51,0,110.18,Europe,0
2546,37,Female,Basic,19,30,0,13.25,Europe,0
2547,21,Female,Standard,17,46,0,53.24,North America,0
2548,24,Female,Basic,13,0,1,24.15,North America,0
2549,18,Female,Basic,12,5,0,25.91,Europe,0
2550,61,Female,Standard,15,49,0,56.31,North America,0
2551,62,Female,Standard,11,17,0,53.61,North America,0
2552,59,Female,Standard,25,24,0,57.54,Europe,0
2553,64,Female,Standard,16,49,1,50.8,Europe,0
2554,30,Male,Standard,17,13,0,46.01,Europe,0
2555,39,Male,Basic,14,17,0,11.95,Europe,1
